Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..
St. Vincent and the Grenadines,VCT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,8360.10105917172
Sudan,SDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,749.706787109375
Suriname,SUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.80620574951172
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,4869.13422621242
Sweden,SWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.67996120452881
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,61143.2212428047
Switzerland,CHE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.04434299468994
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,91991.6004583563
Syrian Arab Republic,SYR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Tajikistan,TJK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.53748321533203
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,916.691967061922
Tanzania,TZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.11515331268311
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1146.03198242188
Thailand,THA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.98618507385254
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,7060.89760941608
Timor-Leste,TLS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.97449803352356
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2741.39394462437
Togo,TGO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.23118162155151
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,964.050010186895
Tonga,TON,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.92703914642334
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4425.9705910742
Trinidad and Tobago,TTO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.00878000259399
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,16032.502767725
Tunisia,TUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3807.18456310206
Turkiye,TUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.84528303146362
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,9661.22773420424
Turkmenistan,TKM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Turks and Caicos Islands,TCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.2556300163269
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,23158.6378951102
Tuvalu,TUV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,5372.75676603732
Uganda,UGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.63593602180481
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,883.465728078128
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.74071836471558
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,4827.845703125
United Arab Emirates,ARE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.89549994468689
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,44315.554183896
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.32736825942993
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,46585.8975644567
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,70219.472454115
Uruguay,URY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.41334009170532
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,17923.9953327961
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.36828899383545
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1993.42447790795
Vanuatu,VUT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3044.57364031957
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Viet Nam,VNM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.94788694381714
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,3756.48912237473
Virgin Islands (U.S.),VIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,..
West Bank and Gaza,PSE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.43442010879517
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3678.63565662194
"Yemen, Rep.",YEM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,603.707959365751
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.10643219947815
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1137.34439483196
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1773.92041088078
Africa Eastern and Southern,AFE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.63225483894348
Africa Eastern and Southern,AFE,GDP per capita (current US$),NY.GDP.PCAP.CD,1539.16554316986
Africa Western and Central,AFW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.2829704284668
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,1765.96530719796
Arab World,ARB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,6414.72561815051
Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.32000994682312
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,10114.1468413213
Central Europe and the Baltics,CEB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.00158405303955
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,18790.4181600999
Early-demographic dividend,EAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.88108062744141
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3714.71391519885
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.29784345626831
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,13119.40564996
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01688218116761
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,9812.14597481484
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01688218116761
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,9921.17770568929
Euro area,EMU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.98649978637695
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,42472.3326927924
Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.00158405303955
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,27239.9401146701
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.43917083740234
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,8919.90863602739
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.49264764785767
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,9983.84766919692
European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.00158405303955
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,38436.149211449
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,1780.26139196499
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37276005744934
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,1043.67963008607
High income,HIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.98649978637695
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,48351.0720660842
IBRD only,IBD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.74731349945068
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,7275.45462599073
IDA & IBRD total,IBT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.68296098709107
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,5712.35778982205
IDA blend,IDB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.32451999187469
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1842.03199304628
IDA only,IDX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37276005744934
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.74388066576
IDA total,IDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37276005744934
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1461.61016032231
Late-demographic dividend,LTE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.08315861225128
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,11554.2868836793
Latin America & Caribbean,LCN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.74731349945068
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,8413.26011713122
Latin America & Caribbean (excluding high income),LAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.86040675640106
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,7804.44821172299
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.74731349945068
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8195.12865998321
Least developed countries: UN classification,LDC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.11079275608063
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1151.78183621485
Low & middle income,LMY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.6913800239563
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,5520.31844976608
Low income,LIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.94350361824036
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,682.78266910265
Lower middle income,LMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37276005744934
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2404.55179404135
Middle East & North Africa,MEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,7694.85516864621
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3604.88875794318
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3604.01229800729
Middle income,MIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.67454195022583
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,6078.45380677436
North America,NAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.59400606155396
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,68382.9399492465
Not classified,INX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,..
OECD members,OED,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.04434299468994
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,42522.4500902694
Other small states,OSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.98077940940857
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,13931.796724276
Pacific island small states,PSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3641.55824740651
Post-demographic dividend,PST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.04169225692749
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,49340.466480345
Pre-demographic dividend,PRE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.15416705608368
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1413.97365959385
Small states,SST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.98077940940857
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,12638.5703105452
South Asia,SAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.83117997646332
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2136.15805981447
South Asia (IDA & IBRD),TSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.83117997646332
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2136.15805981447
Sub-Saharan Africa,SSF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.54701817035675
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1630.98390327386
Sub-Saharan Africa (excluding high income),SSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.54701817035675
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1630.03154175388
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.54701817035675
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1630.98390327387
Upper middle income,UMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.72469675540924
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,10257.2797765954
World,WLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.18103384971618
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,12282.0000713291
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/26/2023,,,,
